true_class;predicted_class;confidence;prob_angry_disgust;prob_fear_surprise;prob_happy;prob_neutral;prob_sad;preset;pleasure_pain_balance;approach_avoidance_balance;novelty_familiarity_balance;spawn_rate_multiplier;enemy_speed_multiplier;enemy_health_multiplier;enemy_damage_multiplier;player_speed_multiplier;player_damage_multiplier;item_drop_chance_modifier
standard;standard;0.516631186460552;0.18954863275170755;0.230008641324154;0.20523018437343174;0.18524190050325062;0.189970641047456;standard;0.03861212314929538;0.09643500448708868;0.10780657755636239;-0.013680920607580834;0.00010170792256468169;0.030542647683102612;-0.019481203138364434;-0.03903485218020899;0.009101511514407409;-0.00220802327803177
standard;standard;0.5017637181321043;0.2060557670675607;0.17212058480828288;0.18941442190539914;0.2341301045621786;0.19827912165657866;standard;-0.022865223498647558;-0.08973374774391332;-0.15263855508430524;-0.014200501736302027;0.01304160474709816;0.0167845028933758;-0.044165560397601854;-0.013051958186629766;0.0463503246239371;0.011668098315963818
standard;standard;0.4537371349909682;0.24571315934727472;0.1520658491277668;0.170592383327927;0.2081061052062681;0.22352250299076348;standard;-0.134301240976276;-0.2354254645670402;-0.15559305450695154;0.013522072765942994;0.02345788557262957;0.00034137650399452234;0.015933683201832402;0.01436124087674405;0.010780829935055178;-0.006440239412348093
standard;standard;0.3526774129385659;0.21116340141681422;0.17893396144211024;0.21134728025348493;0.21217807042517153;0.1863772864624191;standard;0.06278212424600044;-0.08261896187226951;-0.08499894000794331;0.0034411784473251774;-0.011767231286135564;0.00025628609132989866;-0.02336981784198534;-0.01581247982545905;-0.005646240838498591;-0.018874108628601522
standard;standard;0.48389538869950355;0.17774849966402856;0.24133438095510554;0.22336866139260342;0.18035773680515343;0.17719072118310908;standard;0.115283628509013;0.1517262639787992;0.1445999110152197;-0.010100345414903528;-0.003278519535110319;0.008045246893287547;0.018985146037058184;-0.009275687427562159;0.026702092345372477;0.018772221572509868
standard;standard;0.4149565128556326;0.2053041523990495;0.19414903642103026;0.17457915903579305;0.18741584019414803;0.23855181194997926;standard;-0.15484835526384633;-0.0279259648213349;0.017646267943079625;0.010081876638878837;0.0030729825859323783;0.006382416837370827;0.023741023013327638;0.024471593195185472;0.026698934567672864;0.0008265366375400632
standard;standard;0.41545993326945485;0.19844174899016687;0.18279325441378266;0.2456054202782591;0.20169538889047553;0.17146418742731578;standard;0.17776704344664684;-0.04104684519048451;-0.04916174850479919;0.01109934329997226;0.026870930132441028;-0.012474320698327854;-0.006368337074366075;0.0003207332602695669;0.01799197475958813;0.018303443014372457
standard;standard;0.3790846539828141;0.16090630034536327;0.24837271727570695;0.23152940180178427;0.1881638699137871;0.17102771066335845;standard;0.15029343107365997;0.21370852408133703;0.13792393982441767;-0.004617282223958706;-0.0301721890875942;0.004923678885919346;-0.018366322746568024;-0.02979872409280445;-0.02527743121467433;0.006527620156911209
standard;standard;0.45602571699456707;0.16635986028685487;0.2511108192065482;0.23977319566859187;0.17695962941245091;0.1657964954255541;standard;0.1824019398970471;0.20301056110678778;0.1732219271409593;0.027220747218656142;0.0007778903247248768;0.0042276130929192945;0.023657898777558507;-0.030889098181671085;0.010403528432005432;-0.0002317956863764243
standard;standard;0.35935208726104667;0.15470340066962535;0.22171748300586439;0.18274172823485788;0.25546747920340923;0.1853699088862432;standard;-0.007139629163976705;0.17802965632936277;-0.07072728221362237;0.011321149176641343;-0.009669678168076321;-0.016358745808529643;0.0028101780857121084;0.03298382646668924;0.017218202090829256;-0.01015385540360183
standard;standard;0.44405821296415243;0.24714072637456638;0.18507879020063828;0.22741656277470385;0.17292445657889075;0.16743946407120083;standard;0.15189611682930781;-0.14358892266087742;0.03395034372336059;-0.026819440719625595;-0.03364134567395571;0.02632198903700963;-0.01910164576271655;-0.00651026825989873;0.026424222521551525;-0.03227802910957983
standard;standard;0.39679380636492995;0.1838389526769691;0.24993128743938733;0.1864592208828626;0.1765593856320895;0.20321115336869144;standard;-0.04299000684387279;0.15236714538327453;0.17203635324197977;0.02984529018950118;-0.005072809077850038;-0.022971666304774777;-0.004947018542978264;-0.014451935628029553;0.008816395978114315;-0.012962648677755555
standard;standard;0.38173439344793386;0.2033438966153592;0.18497082631892459;0.18309382641719035;0.20546607742869397;0.2231253732198319;standard;-0.09854666114488231;-0.04731489366267227;-0.05249311831979512;-0.03823284421838086;-0.0044112506881797894;-0.02713090104573078;0.004086397679766395;-0.023742606645666485;-0.009760256063441717;0.0036517560842867242
standard;standard;0.5150692108975095;0.18305692224050896;0.19941027179695803;0.24125956551201347;0.20432041957056948;0.17195282087995;standard;0.1677266830260357;0.0427575211255161;-0.01216193803686386;-0.0042491745006853895;0.0050086056600208975;0.013605743314355137;-0.023158673994626122;-0.0012879508124941583;-0.06659007595016259;0.004946666033650476
standard;standard;0.5202253208739577;0.16200069632239633;0.25709755495175485;0.21666969592420413;0.18611050381296554;0.17812154898867913;standard;0.09764184605363468;0.22690826332765754;0.16016642327076677;-0.006016282607496846;-0.019668995269559425;0.0063143884459304815;0.02345395154370135;-0.009520354951978862;-0.018896289804834404;0.003300505248774233
standard;standard;0.49972012233270857;0.20689043022489376;0.1813340704366817;0.17780096231663875;0.20247323980365617;0.23150129721812962;standard;-0.13119969982704743;-0.0658288157660662;-0.05507755650344877;-0.026712133332927213;-0.013207627410710783;0.024448043233010048;0.0012435845962457527;-0.03758933927892333;-0.03593983294558802;0.003241713852935511
standard;standard;0.40207712963275216;0.2905920789432882;0.13733399759351558;0.14909507549383474;0.171638939689054;0.25133990828030744;standard;-0.2553344097697465;-0.3581414785672143;-0.111028950583706;0.017247811518353754;-0.032352429172523005;0.00899425214993017;0.026606870149794376;0.037757179759172775;0.006624455197197526;0.010136051891049484
standard;standard;0.4473177344742488;0.23062768354476187;0.17526211067513509;0.18551510090085993;0.196746012621306;0.21184909225793724;standard;-0.06627167507223483;-0.1364054289957765;-0.05775116193239545;-0.04266368855256288;0.04199505095991978;-0.011509804261922427;-0.01866942316850083;-0.005104122688792492;0.030233468283708622;0.044160920950870965
standard;standard;0.5230069068286858;0.23043846707040966;0.20815923056715602;0.2090780139501358;0.1733843412238753;0.17893994718842315;standard;0.0776718322434363;-0.050796518347660954;0.09114264006235248;0.0025081735895168883;0.019961683452073106;0.000864080973710078;-0.02075590946036368;0.029534873415765817;-0.01244254960712778;0.030710615467437648
standard;standard;0.3758098334705178;0.18662853448751385;0.18658305134157072;0.1498256736819308;0.18484128598821425;0.29212145450077026;standard;-0.3219746628611821;-0.00012186959475921782;0.004689421589829061;0.025970826595381677;0.012280725279144162;0.03657949512508706;0.04464692066371477;-0.00350486725928623;-0.016175882368328624;-0.03728539674512945
standard;standard;0.4125435357131885;0.17038490655038824;0.19771084829786373;0.31116051064885625;0.18588586570108923;0.13485786880180262;standard;0.39528110503290637;0.0742359580223387;0.030826599543135776;0.04489364510860512;-0.008793640178368993;0.022700737142034792;-0.014825107350189664;0.0307653128182407;-0.014002351836308267;-0.023834382672346863
standard;standard;0.396356545778135;0.2439654645713064;0.1991032519266452;0.1881476195650624;0.17801457003420063;0.1907690939027852;standard;-0.00691833897889505;-0.10125339470301929;0.05592067015975557;-0.004170128619075007;-0.010635514019232746;0.011925995709224249;-0.0010278985438504724;0.01255404789103843;-0.0058204294617058795;-0.013302147420376106
standard;standard;0.4623943239960401;0.22193439122449826;0.208431609681246;0.2265789945439066;0.17208143537196888;0.1709735691783802;standard;0.13986936330179559;-0.0313751114193113;0.09552937494928665;-0.01167121095792147;0.040898775960620526;0.004503418644538716;-0.03967524418906089;-0.01040418026908162;0.0019373206495175124;0.036907993625007574
standard;standard;0.36682393866383023;0.1415318192660341;0.26658203821529247;0.21313599991384466;0.2081564207830243;0.17059372182180452;standard;0.11086521208460191;0.30641011960952325;0.12306906064626359;0.02057397431779799;-0.018434356729638304;0.04836711507144902;-0.0006232072960295523;0.02492659622149889;-0.023100169947998052;-0.047963261905017956
standard;standard;0.3652647991859043;0.1519880698055245;0.2854684264447412;0.1728857954057817;0.17525911950347167;0.21439858884048102;standard;-0.10718942991620407;0.3051282921435246;0.23920710953450627;-0.028168629807367215;-0.06500666952391412;0.04224178654505817;0.00429065837772832;-0.018492880368960626;0.009052480599602418;0.0037866807236033168
standard;standard;0.48515509981081184;0.18304309436714514;0.17750862450596927;0.155726981604349;0.2136752190710496;0.27004608045148704;standard;-0.2684977194427791;-0.015350002282539493;-0.09245421106819693;0.012418667912279826;0.024190628022725372;-0.005798423060500307;-0.017596786122019738;0.016555504287438353;0.016046655557689315;0.0020147161624268985
standard;standard;0.37728879898491535;0.18028233372328845;0.2202421225833394;0.2195186275836044;0.19684994694479024;0.18310696916497765;standard;0.09043552572989694;0.09976865890000113;0.05608396032121613;0.043551083773615454;-0.008756442457233045;-0.017997159432705367;0.008361828550132034;-0.013498757138269965;0.009910330482897913;-0.0166601651167888
standard;standard;0.49906947803513607;0.20439873001258974;0.20615913549455622;0.17435118078079123;0.18147324833177758;0.2336177053802853;standard;-0.14527216451347838;0.004287837566852;0.06368375697165897;-0.00800484565863771;0.03781680840078331;-0.008111747134953577;-0.015977030880345928;0.023413575774130006;-0.021020839005733875;-0.013858864602941362
standard;standard;0.4033261836719059;0.1513866757570554;0.3018308509698451;0.15371848739030552;0.15303979734590192;0.24002418853689217;standard;-0.21919315388259533;0.33194694163708904;0.3271062903350876;0.01153122241017989;0.018768228477465836;0.02440952782162149;-0.014944436644409696;0.011920173459722398;-0.009322163990883594;-0.012113112670212646
standard;standard;0.4798503988583953;0.17455836837773692;0.21237458457253233;0.2041268905125196;0.22449816289852653;0.1844419936386846;standard;0.050659991497350745;0.0977332505001797;-0.027750822450395847;0.024064255645845706;-0.010991087917191724;0.0055640919204195975;0.0031115893846127758;-0.02141508752677005;0.019321857107126413;0.011205617873579075
standard;standard;0.37180578316144736;0.17125954464960247;0.24404204949288838;0.15843079802572704;0.1714257496184153;0.2548418582133668;standard;-0.23328680569419108;0.17525216401117988;0.17478201266615867;-0.03972581223740842;0.005548422224746864;-0.01545946868333242;0.021941506128252554;-0.028907996735615164;-0.007129539372590882;0.0072404910197693155
standard;standard;0.46620103984514644;0.2202002915936471;0.22577601256580326;0.20326077848262733;0.16940450069980498;0.18135841665811728;standard;0.05694557508249041;0.012502280491431378;0.1426474953779793;0.0010868058828375038;0.01525916513427943;-0.030368439720185783;0.033038286737347565;0.01050289317576543;0.027194364260017923;0.017484803384664835
standard;standard;0.39264330111703594;0.17509732300072997;0.21300380843364564;0.21584092470517566;0.21603457267601986;0.18002337118442877;standard;0.0904793713094593;0.09767166695984919;-0.007064086350257491;-0.00023220228910087061;-0.025683964218223214;-0.011271063624974018;0.03179126665725155;0.027708755633127646;-0.0123919996020738;-0.05636608572404358
standard;standard;0.472571544571398;0.22108519723596867;0.19490133614625482;0.2472095667721236;0.17461079014275366;0.1621931097028992;standard;0.2076597440071052;-0.0629440098634517;0.05491171739926618;-0.004253794686102375;-0.00575405776258233;-0.004995452240807667;0.01057078403662803;0.017524251586433264;0.019805990941990485;0.00891418280270734
standard;standard;0.4198923605790835;0.23279952207537155;0.17889105657001472;0.2149937335090364;0.18990857323018764;0.18340711461538975;standard;0.07928351119108709;-0.13094412889722726;-0.029873989752651802;-0.03601541403845272;-0.006823994653865913;0.0460817956709838;0.007484334696049567;0.007356391368877304;0.007189718795477158;0.008307592450119796
standard;standard;0.5144600352430686;0.22680571464270433;0.17234868841898238;0.17162720857021121;0.19056297263581004;0.23865541573229207;standard;-0.163370812113536;-0.13643097618791947;-0.05018930409123621;-0.04766224362171847;-0.004790486338221371;-0.0007578566358937888;0.02562990798506825;0.0009534578924459189;-0.032930227732038825;0.008601783123435043
standard;standard;0.4494519309869082;0.1657533315508034;0.26078189599868273;0.20785507214488055;0.18348527699678766;0.18212442330884582;standard;0.06597948988652136;0.22279182604896558;0.17398678534102568;-0.016076492964854906;-0.024335712821628355;-0.016683180934331618;0.01085008459329031;0.02517522479520137;0.009658598903551736;0.01264046447234043
standard;standard;0.42113910570651825;0.13179686597690626;0.3211523226772412;0.17625240859997282;0.1753801964902519;0.19541820625562775;standard;-0.05156661940421339;0.41805009758924117;0.29358021403229484;0.009460905456760023;0.0020265435372093664;0.013938612699255153;-0.048375509341388415;0.0022217670260966634;-0.020898500692445032;0.023258051450882788
standard;standard;0.3890714024806595;0.1918182236206792;0.19331250697697294;0.1761157145422647;0.1965932085941271;0.24216034626595603;standard;-0.1578972270540734;0.0038799378984260683;-0.008414089360572665;-0.00294310610433721;0.0006189617653566037;-0.030101437485076068;0.02033661778025703;0.012546562405476188;0.011138957646810064;-0.016260457043376447
standard;standard;0.5273453412158341;0.17860726328946722;0.24032656178623188;0.18804228400503828;0.18778924048831638;0.2052346504309461;standard;-0.04371567331658393;0.14732469265847747;0.1227175446260406;-0.015472796898762603;0.0044719890889181055;-0.013889968204961023;0.008697859253546771;-0.043218252055334444;-0.009750891128131853;0.03593506930852983
standard;standard;0.41899060206024635;0.2157142126355468;0.20761282172361736;0.19238181330305487;0.1862638401692205;0.1980273121685605;standard;-0.014460468141161345;-0.019137428189104678;0.054202198499852444;0.008789716559915296;0.0033358732906198538;0.03970453071342714;-0.046719072376028715;-0.01630622229576215;-0.008023463434947782;0.0171670246601078
standard;standard;0.5224378810847671;0.1745237775090511;0.23786463136527414;0.1823472241884743;0.1888266462819159;0.21643772065528455;standard;-0.08548591428221428;0.1535951325430554;0.11492614567725913;0.017513127264564728;-0.017320134179652523;0.019959086442850993;-0.00806629534643415;0.024232792512983336;-0.020652853962441157;-0.002466231981323211
standard;standard;0.3732983383513691;0.16974647241294405;0.25760353783869655;0.1585930464926473;0.16519219796132556;0.24886474529438637;standard;-0.2215485834504194;0.2055857289395208;0.2185720665247199;-0.009803346307531206;0.021120607431314276;-0.010455624331323422;-0.0008489705802351203;0.010136227953260983;0.01090516966052239;0.017739052149463433
standard;standard;0.48035780233733;0.24636435739999937;0.17999524607022757;0.19495856202804973;0.18818467985020867;0.19049715465151473;standard;0.011574370460044657;-0.15566462965284214;-0.02224302027623483;0.004222495536893335;-0.008364978305596625;-0.006993974907175009;0.0005134463041522406;0.004991849521487668;-0.0029434329569687275;0.00038406841931094463
standard;standard;0.40327243050490436;0.22983019764339624;0.20603576307225543;0.2165721515123415;0.17257392923517215;0.17498795853683477;standard;0.1062012979521105;-0.054591172905910826;0.08838081441957499;-0.03034507721144211;0.013347105689093563;0.0036222457777885975;0.020037408270821767;3.2101481416987323e-06;-0.034767951570435725;-0.007168923786133499
standard;standard;0.4948734473197688;0.181325996475142;0.23046645686846545;0.2206810644434152;0.1862243660257134;0.18130211618726377;standard;0.0979616789308256;0.11933307373894242;0.10617485999263053;-0.003998598462368335;0.014858066108671977;-0.0414054708902679;0.0008235903389786978;0.010273504315866122;-0.013229757705630394;0.0014925601963369475
standard;standard;0.5201868511007953;0.14284265028167528;0.24401895313035782;0.3552183042088603;0.1566304274099043;0.10128966496920225;standard;0.5562414039221256;0.26153099542839137;0.2181172061752373;-0.012540730182996892;-0.01459145866440781;-0.008168397002626341;-0.014213839849340215;0.013672366238726653;-0.014699037536707555;-0.018058200140958547
standard;standard;0.45363910516604505;0.17612531339184168;0.2179915931481435;0.1845818156115237;0.21268452681040068;0.20861675103809046;standard;-0.06112671015079664;0.10622807090812678;0.012322638680378405;0.03535857333679067;0.019214800236480707;-0.037230267213184;-0.01529536579705067;0.004849259434454216;0.006475101344629868;-0.02980985731473787
standard;standard;0.44667139261080757;0.19775455136306344;0.18982410928359694;0.1911769761843469;0.21151840655824503;0.20972595661074767;standard;-0.046268007655611884;-0.020461502864011726;-0.05405431988335372;0.02317130985644644;0.01650448838363252;0.009638032640806773;0.02713456981424242;0.009045799851418361;0.008971617585036945;0.031153585436444847
standard;standard;0.3822064240344674;0.2584048108548981;0.15081278846424198;0.22207052586550632;0.1971931142658094;0.17151876054954404;standard;0.12843785584721315;-0.2629212916073399;-0.13327453386559182;0.022024391614554176;-0.016830149178230624;0.012663903573438306;-0.013285357299171642;0.01008309101900556;0.009532270140396289;-0.02766934624911972
standard;standard;0.3974638821998726;0.15443878709823405;0.2579056686438497;0.24277355301095127;0.18181639296283364;0.16306559828413125;standard;0.19640281749169342;0.2509234151097661;0.1730394733268594;-0.0024369122262207048;0.005305140471608045;-0.00872580381988314;0.006294198847815195;0.016117955540021375;-0.0006118612846151123;0.00449198953416519
standard;standard;0.4523388140193543;0.18875851776055436;0.20469421136357804;0.17884344547442227;0.19249513669193366;0.23520868870951164;standard;-0.136130784556571;0.040502179851379945;0.03071349829553949;0.0276684815711195;0.009463931664504523;0.004016485793489473;-0.019161587592827215;0.013420520227776976;0.0066029989878387705;0.025674788674028164
standard;standard;0.5352113259193239;0.15941350377273686;0.27044142838029667;0.17255254004004553;0.17693109244742264;0.2206614353594984;standard;-0.12234787445459122;0.25829160891218167;0.2090211836651284;0.0009375708660662262;-0.036325330002679915;-0.03400241737656524;0.014713615275194667;-0.011403871953963066;0.008735355022209946;0.0022846528900471222
standard;standard;0.44508061748831235;0.17850492866788822;0.1840759218061171;0.14505983865217179;0.19995295973017738;0.29240635114364555;standard;-0.33681805030936374;0.015364829602273705;-0.0413433423213153;-0.0033367933538784146;-0.0019272257117644673;-0.017307790100904538;-0.00031555377799341485;-0.011689868655887975;-0.007445130402514096;-0.006472980894183221
standard;standard;0.3819659458066191;0.21879484679366035;0.21495406893855307;0.2303081894625262;0.16817119898573352;0.16777169581952694;standard;0.15709533283184277;-0.008854841193263237;0.12210854425028256;-0.004533865397974386;0.018443469130141724;-0.0025958165840938695;0.020474046731801972;0.030757099026529632;0.01709889302112299;0.010689370701370222
standard;standard;0.4670395707299932;0.2166542452399252;0.22338721415471985;0.17739071802904025;0.16979635660465583;0.21277146597165883;standard;-0.09068215343938524;0.015300760003499338;0.13629983593557296;0.0065366441896704056;0.0173071741810014;0.00178721477192479;0.019691396919143973;0.012282116105793685;-0.007196809215607757;0.017917017602056117
standard;standard;0.46506560176794404;0.18146711617956301;0.2530824229915112;0.2114939633931953;0.17301147962828053;0.18094501780744984;standard;0.07784380826248344;0.16480354645070527;0.18791853390001098;0.001829600119551371;-0.002122640152246321;-0.009523983207979744;0.003320376957491445;0.019929252308259673;0.017778800111860747;0.007067875949179136
standard;standard;0.36115348139695264;0.20371029102994298;0.20744534446370544;0.15410360692866634;0.17020177446935852;0.26453898310832663;standard;-0.26379392868738577;0.009084281037362427;0.09862002684772998;0.011992872814500706;0.025433935830451157;-0.002999325823417221;-0.022308400070604126;0.026022597043571453;-0.010595565040614367;-0.013806762466878094
standard;standard;0.3703181294556641;0.19747953102083082;0.2343365433776097;0.17322401069525695;0.1689675087573997;0.22599240614890292;standard;-0.13217992022719274;0.08535349582478866;0.16208374960113142;-0.03592395510669103;0.011425661063285929;-0.03242905249104443;-0.015005176153834737;0.011764735890301175;0.01443842504816744;-0.013034082964364674
standard;standard;0.4459048647351523;0.21551086645467105;0.15205151143638593;0.11596082433563061;0.17807188425223522;0.3384049135210772;standard;-0.48957055023346135;-0.17264920761450175;-0.0788201392796493;-0.002683066539848106;-0.017451890528123064;-0.010967935756223655;0.00532430520305814;-0.010032933575929152;-0.004884300803513384;-0.029294133632351338
standard;standard;0.3677405608397532;0.1506576758221627;0.2822304707731798;0.15591807878026653;0.16636018540321046;0.2448335892211806;standard;-0.22187183565727447;0.30394177559819324;0.2582984758858269;0.02265912329612275;0.010201331863421315;0.015858107436744037;0.025808506492337246;-0.01650425751091433;-0.007167889660560474;-0.03789668735164422
standard;standard;0.47264336592985595;0.2418109505923259;0.18343371070150008;0.2548744910647856;0.16758899149990716;0.1522918561414811;standard;0.2519428069331796;-0.13727918027334818;0.045138729349517556;0.06280845820204474;-0.0029917063063475235;0.02077455799829824;-0.024763222886709176;0.01992776851286019;0.03715181753299331;-0.001205614980559629
standard;standard;0.45405688612876494;0.20851709027504686;0.19626630473913612;0.19908086582379794;0.19786726203042637;0.1982684771315928;standard;0.0020445199826369317;-0.030265038991609594;-0.004061966261317253;-0.020217629931792026;-0.0027759280189107206;-0.044535230499144526;-0.000757734020436838;0.016419342786259915;-0.0007151528874702845;-0.005682791093779348
standard;standard;0.4400100878602433;0.17683266212430698;0.26577067241187036;0.19582061823546323;0.17435421043152285;0.18722183679683663;standard;0.022448637484362263;0.20094292414524173;0.20770572959361247;0.010551362322240661;0.012080496938991053;-0.033198111250103655;0.0017764592455757693;0.04871970248458487;-0.02670032491296048;-0.0017083766566613296
standard;standard;0.4283307327619317;0.17382781809675624;0.22068438378363753;0.1635441467571899;0.1859853448388539;0.2559583065235625;standard;-0.22029467727946173;0.11877088788594212;0.08532486105880255;0.03883492244103406;0.02208350313087351;-0.01026793361552123;0.004122707592452076;-4.223359969646828e-05;-0.014961436086433348;-0.001485042149861648
standard;standard;0.5034887643623916;0.22348881940315465;0.17945475258465043;0.20968560089075947;0.19942093819299792;0.18794988892843764;standard;0.05466240306060436;-0.10928097328483295;-0.05269851185327158;-0.005599322656130584;0.0022549787615349934;-0.014967663613820667;-0.025532364004893223;-0.0008256154678474157;0.0343023643635756;0.0016440585252559298
standard;standard;0.4762820742952391;0.22100779653199729;0.1761675201138669;0.1818271836863145;0.20145453589669216;0.21954296377112908;standard;-0.09396757428039104;-0.11289794055639206;-0.06696381927564098;-0.006631875578630907;0.015081716100769969;-0.0031663922519075713;0.0373606584991822;-7.825018590157044e-05;0.014009941263163269;-0.015092087647865458
standard;standard;0.40542674240370646;0.18262955632086908;0.22586888741509611;0.2392703815158527;0.1807617230023338;0.17146945174584813;standard;0.16507025281890061;0.10584943639021696;0.11092908932056612;0.01006178506673325;0.005501869538875083;-0.0011301224931841607;-0.010035155223394406;-0.01276060331304749;0.005647053279593051;0.012578782193929472
standard;standard;0.4949265414774991;0.1791207284104255;0.20807044440664532;0.2253902137190392;0.2097745629998265;0.17764405046406342;standard;0.11846675658478663;0.07476853110546466;-0.0040783508769794445;-0.0025432559258826283;0.005745358582415848;-0.000758293562655392;0.001970520498107757;-0.0040088996535445;0.000359451587366165;0.05396080913634853
standard;standard;0.41539394943470154;0.19191347699684366;0.23710470789921184;0.193785987523403;0.18178627213051854;0.1954095554500228;standard;-0.004171599377782865;0.10533639701066133;0.13205926383082897;0.006232685976148498;0.012905939168620859;0.00876047210656194;-0.00525633646594119;0.025879784265833358;-0.005823275408526825;0.021101090978851027
standard;standard;0.49307668457861353;0.15681580947435034;0.25204983365963773;0.17466151968466287;0.1978827245099994;0.21859011267134976;standard;-0.1117060636377918;0.23292253446898986;0.12038939383738011;-0.006684139961328975;-0.019199450382880817;0.007307924164723859;-0.022093367122042133;0.010712804500332185;-0.023883173121826334;-0.006380160609457067
standard;standard;0.42982462376614655;0.187137466132466;0.20769920834639916;0.2609768165230218;0.18113697581436794;0.16304953318374518;standard;0.23094621619042188;0.052076575004858176;0.06831213999859508;-0.02863459393049483;0.056483340188054586;-0.03307919119232629;0.00019627480792808644;0.022866085486600275;0.020727718171740506;0.017026842443462746
standard;standard;0.5185249773798194;0.20673594895436428;0.18259429246894832;0.18760919873064588;0.2114222589161732;0.21163830092986824;standard;-0.06018597891732537;-0.0620081701772697;-0.07316435214266975;-0.006344567764429511;0.02702177892674004;0.018267821816043653;0.004245992353209532;0.004811615154531842;-0.0060784529523074515;-0.018193040516660767
standard;standard;0.40325617054840324;0.18140631547258118;0.21252014986794485;0.19849881615781553;0.2165595703530279;0.19101514814863055;standard;0.01921283574616321;0.07898386207341765;-0.009414148934518009;0.02474301950957433;0.026244159872030638;-0.017682182820598427;-0.0030757033029238353;-0.002868464329178582;-0.0006531180748061987;0.0012858975717516335
standard;standard;0.49663310956921997;0.15427636452067672;0.21459472887504302;0.2855212443346562;0.20689850346468544;0.13870915880493861;standard;0.3460668565537484;0.1635215222854082;0.01825942776125064;0.018937229232923597;-0.014944346169734873;-0.016926939830253198;0.024732394842859506;-0.009252894837625964;-0.025260707071541325;-0.0097025988419974
